speedStability
Time,Value,Skidding
7.5,50.01237,False
7.52,50.19952,False
7.54,50.14304,False
7.56,50.04977,False
7.58,49.94904,False
7.6,49.84652,False
7.62,49.99814,False
7.64,50.18404,False
7.66,50.37915,False
7.68,50.32668,False
7.7,50.23436,False
7.72,50.1337,False
7.74,50.03093,False
7.76,49.92768,False
7.78,49.82444,False
7.8,49.97629,False
7.82,50.16225,False
7.84,50.35732,False
7.86,50.30465,False
7.88,50.21227,False
7.9,50.11161,False
7.92,50.00887,False
7.94,49.90566,False
7.96,49.80247,False
7.98,49.95436,False
8,50.14039,False
8.02,50.33555,False
8.04,50.28288,False
8.059999,50.19053,False
8.08,50.08991,False
8.099999,49.98723,False
8.12,49.88408,False
8.139999,50.03559,False
8.16,50.22254,False
8.179999,50.16613,False
8.2,50.07293,False
8.22,49.97221,False
8.24,49.86966,False
8.26,50.0213,False
8.28,50.20829,False
8.3,50.15198,False
8.32,50.05885,False
8.34,49.95817,False
8.36,49.85566,False
8.38,50.00742,False
8.4,50.19447,False
8.42,50.1381,False
8.44,50.04497,False
8.46,49.94431,False
8.48,49.84183,False
8.5,49.99368,False
8.52,50.17961,False
8.54,50.37473,False
8.559999,50.3221,False
8.58,50.22975,False
8.599999,50.12908,False
8.62,50.02632,False
8.639999,49.92307,False
8.66,49.81984,False
8.679999,49.97165,False
8.7,50.15761,False
8.72,50.35271,False
8.74,50.30008,False
8.76,50.20772,False
8.78,50.10707,False
8.8,50.00435,False
8.82,49.90115,False
8.84,49.79796,False
8.86,49.9499,False
8.88,50.13594,False
8.9,50.3311,False
8.92,50.27841,False
8.94,50.18607,False
8.96,50.08546,False
8.98,49.98278,False
9,49.87963,False
9.02,50.03118,False
9.04,50.21814,False
9.059999,50.16173,False
9.08,50.06853,False
9.099999,49.96782,False
9.12,49.86528,False
9.139999,50.01694,False
9.16,50.20395,False
9.179999,50.14763,False
9.2,50.0545,False
9.22,49.95383,False
9.24,49.85133,False
9.26,50.00313,False
9.28,50.19019,False
9.3,50.13381,False
9.32,50.04068,False
9.34,49.94003,False
9.36,49.83755,False
9.38,49.98943,False
9.4,50.17538,False
9.42,50.37051,False
9.44,50.31788,False
9.46,50.22553,False
9.48,50.12487,False
9.5,50.02211,False
9.52,49.91887,False
9.54,49.81565,False
9.559999,49.96748,False
9.58,50.15346,False
9.599999,50.34857,False
9.62,50.29593,False
9.639999,50.20358,False
9.66,50.10293,False
9.679999,50.00022,False
9.7,49.89702,False
9.719999,49.79385,False
9.74,49.94581,False
9.76,50.13187,False
9.78,50.32705,False
9.8,50.27434,False
9.82,50.182,False
9.84,50.08139,False
9.86,49.97873,False
9.88,49.87559,False
9.9,50.02716,False
9.92,50.21413,False
9.94,50.15771,False
9.96,50.06451,False
9.98,49.96381,False
10,49.86128,False
10.02,50.01296,False
10.04,50.19998,False
10.06,50.14367,False
10.08,50.05054,False
10.1,49.94988,False
10.12,49.84739,False
10.14,49.9992,False
10.16,50.18512,False
10.18,50.38023,False
10.2,50.32761,False
10.22,50.23525,False
10.24,50.13456,False
10.26,50.0318,False
10.28,49.92853,False
10.3,49.8253,False
10.32,49.97707,False
10.34,50.16302,False
10.36,50.3581,False
10.38,50.30548,False
10.4,50.21311,False
10.42,50.11245,False
10.44,50.00972,False
10.46,49.90651,False
10.48,49.80332,False
10.5,49.95523,False
10.52,50.14125,False
10.54,50.33641,False
10.56,50.28371,False
10.58,50.19137,False
10.6,50.09075,False
10.62,49.98806,False
10.64,49.88491,False
10.66,50.03642,False
10.68,50.22336,False
10.7,50.16696,False
10.72,50.07375,False
10.74,49.97303,False
10.76,49.87048,False
10.78,50.0221,False
10.8,50.20908,False
10.82,50.15278,False
10.84,50.05965,False
10.86,49.95898,False
10.88,49.85646,False
10.9,50.00823,False
10.92,50.19528,False
10.94,50.1389,False
10.96,50.04577,False
10.98,49.94511,False
11,49.84262,False
11.02,49.99447,False
11.04,50.1804,False
11.06,50.37551,False
11.08,50.32289,False
11.1,50.23054,False
11.12,50.12987,False
11.14,50.0271,False
11.16,49.92385,False
11.18,49.82062,False
11.2,49.97242,False
11.22,50.15839,False
11.24,50.35348,False
11.26,50.30085,False
11.28,50.20849,False
11.3,50.10784,False
11.32,50.00512,False
11.34,49.90191,False
11.36,49.79873,False
11.38,49.95066,False
11.4,50.1367,False
11.42,50.33186,False
11.44,50.27916,False
11.46,50.18682,False
11.48,50.08621,False
11.5,49.98353,False
11.52,49.88039,False
11.54,50.03193,False
11.56,50.21888,False
11.58,50.16247,False
11.6,50.06927,False
11.62,49.96856,False
11.64,49.86602,False
11.66,50.01767,False
11.68,50.20467,False
11.7,50.14836,False
11.72,50.05523,False
11.74,49.95456,False
11.76,49.85206,False
11.78,50.00385,False
11.8,50.19091,False
11.82,50.13453,False
11.84,50.04141,False
11.86,49.94075,False
11.88,49.83828,False
11.9,49.99015,False
11.92,50.17609,False
11.94,50.37122,False
11.96,50.31859,False
11.98,50.22624,False
12,50.12557,False
12.02,50.02281,False
12.04,49.91957,False
12.06,49.81635,False
12.08,49.96818,False
12.1,50.15415,False
12.12,50.34926,False
12.14,50.29662,False
12.16,50.20427,False
12.18,50.10362,False
12.2,50.00091,False
12.22,49.89771,False
12.24,49.79454,False
12.26,49.9465,False
12.28,50.13255,False
12.3,50.32773,False
12.32,50.27502,False
12.34,50.18268,False
12.36,50.08208,False
12.38,49.9794,False
12.4,49.87627,False
12.42,50.02783,False
12.44,50.2148,False
12.46,50.15839,False
12.48,50.06519,False
12.5,49.96448,False
12.52,49.86195,False
12.54,50.01363,False
12.56,50.20064,False
12.58,50.14433,False
12.6,50.0512,False
12.62,49.95054,False
12.64,49.84805,False
12.66,49.99986,False
12.68,50.18578,False
12.7,50.38088,False
12.72,50.32826,False
12.74,50.2359,False
12.76,50.13522,False
12.78,50.03245,False
12.8,49.92919,False
12.82,49.82595,False
12.84,49.97772,False
12.86,50.16366,False
12.88,50.35874,False
12.9,50.30613,False
12.92,50.21376,False
12.94,50.11309,False
12.96,50.01036,False
12.98,49.90715,False
13,49.80396,False
13.02,49.95586,False
13.04,50.14188,False
13.06,50.33703,False
13.08,50.28434,False
13.1,50.192,False
13.12,50.09138,False
13.14,49.98869,False
13.16,49.88553,False
13.18,50.03704,False
13.2,50.22397,False
13.22,50.16757,False
13.24,50.07437,False
13.26,49.97364,False
13.28,49.87109,False
13.3,50.02272,False
13.32,50.2097,False
13.34,50.1534,False
13.36,50.06027,False
13.38,49.95959,False
13.4,49.85708,False
13.42,50.00883,False
13.44,50.19588,False
13.46,50.13951,False
13.48,50.04638,False
13.5,49.94572,False
13.52,49.84324,False
13.54,49.99508,False
13.56,50.18101,False
13.58,50.37612,False
13.6,50.3235,False
13.62,50.23115,False
13.64,50.13047,False
13.66,50.02771,False
13.68,49.92445,False
13.7,49.82123,False
13.72,49.97302,False
13.74,50.15898,False
13.76,50.35407,False
13.78,50.30145,False
13.8,50.20908,False
13.82,50.10844,False
13.84,50.00571,False
13.86,49.9025,False
13.88,49.79932,False
13.9,49.95125,False
13.92,50.13729,False
13.94,50.33245,False
13.96,50.27975,False
13.98,50.18741,False
14,50.0868,False
14.02,49.98412,False
14.04,49.88097,False
14.06,50.03251,False
14.08,50.21945,False
14.1,50.16305,False
14.12,50.06985,False
14.14,49.96913,False
14.16,49.86659,False
14.18,50.01824,False
14.2,50.20524,False
14.22,50.14893,False
14.24,50.05581,False
14.26,49.95514,False
14.28,49.85263,False
14.3,50.00441,False
14.32,50.19147,False
14.34,50.1351,False
14.36,50.04197,False
14.38,49.94131,False
14.4,49.83884,False
14.42,49.99071,False
14.44,50.17665,False
14.46,50.37177,False
14.48,50.31914,False
14.5,50.22679,False
14.52,50.12612,False
14.54,50.02337,False
14.56,49.92012,False
14.58,49.8169,False
14.6,49.96872,False
14.62,50.1547,False
14.64,50.3498,False
14.66,50.29717,False
14.68,50.20481,False
14.7,50.10416,False
14.72,50.00145,False
14.74,49.89825,False
14.76,49.79507,False
14.78,49.94703,False
14.8,50.13308,False
14.82,50.32825,False
14.84,50.27555,False
14.86,50.18321,False
14.88,50.0826,False
14.9,49.97993,False
14.92,49.87679,False
14.94,50.02835,False
14.96,50.21531,False
14.98,50.1589,False
15,50.0657,False
15.02,49.965,False
15.04,49.86246,False
15.06,50.01414,False
15.08,50.20115,False
15.1,50.14484,False
15.12,50.05172,False
15.14,49.95105,False
15.16,49.84856,False
15.18,50.00037,False
15.2,50.18744,False
15.22,50.13106,False
15.24,50.03793,False
15.26,49.93729,False
15.28,49.83482,False
15.3,49.98671,False
15.32,50.17266,False
15.34,50.3678,False
15.36,50.31517,False
15.38,50.22282,False
15.4,50.12216,False
15.42,50.01941,False
15.44,49.91617,False
15.46,49.81295,False
15.48,49.96481,False
15.5,50.15079,False
15.52,50.3459,False
15.54,50.29326,False
15.56,50.2009,False
15.58,50.10027,False
15.6,49.99756,False
15.62,49.89438,False
15.64,50.04583,False
15.66,50.23274,False
15.68,50.17636,False
15.7,50.08315,False
15.72,49.98241,False
15.74,49.87984,False
15.76,50.03142,False
15.78,50.21838,False
15.8,50.16208,False
15.82,50.06894,False
15.84,49.96824,False
15.86,49.86571,False
15.88,50.01741,False
15.9,50.20443,False
15.92,50.14808,False
15.94,50.05494,False
15.96,49.95427,False
15.98,49.85176,False
16,50.00355,False
16.02,50.19061,False
16.04,50.13424,False
16.06,50.04111,False
16.08,49.94046,False
16.1,49.83799,False
16.12,49.98985,False
16.14,50.17579,False
16.16,50.37092,False
16.18,50.31829,False
16.2,50.22594,False
16.22,50.12528,False
16.24,50.02252,False
16.26,49.91928,False
16.28,49.81606,False
16.3,49.9679,False
16.32,50.15387,False
16.34,50.34898,False
16.36,50.29634,False
16.38,50.20398,False
16.4,50.10334,False
16.42,50.00062,False
16.44,49.89743,False
16.46,49.79425,False
16.48,49.94621,False
16.5,50.13226,False
16.52,50.32744,False
16.54,50.27474,False
16.56,50.1824,False
16.58,50.08179,False
16.6,49.97912,False
16.62,49.87598,False
16.64,50.02755,False
16.66,50.21452,False
16.68,50.15811,False
16.7,50.06491,False
16.72,49.9642,False
16.74,49.86168,False
16.76,50.01336,False
16.78,50.20037,False
16.8,50.14405,False
16.82,50.05093,False
16.84,49.95027,False
16.86,49.84777,False
16.88,49.99959,False
16.9,50.1855,False
16.92,50.38061,False
16.94,50.32799,False
16.96,50.23564,False
16.98,50.13495,False
17,50.03218,False
17.02,49.92892,False
17.04,49.82568,False
17.06,49.97745,False
17.08,50.16339,False
17.1,50.35847,False
17.12,50.30585,False
17.14,50.21349,False
17.16,50.11283,False
17.18,50.0101,False
17.2,49.90688,False
17.22,49.80369,False
17.24,49.95559,False
17.26,50.14162,False
17.28,50.33677,False
17.3,50.28408,False
17.32,50.19174,False
17.34,50.09112,False
17.36,49.98843,False
17.38,49.88527,False
17.4,50.03678,False
17.42,50.22372,False
17.44,50.16732,False
17.46,50.07411,False
17.48,49.97338,False
17.5,49.87083,False
17.52,50.02246,False
17.54,50.20944,False
17.56,50.15314,False
17.58,50.06001,False
17.6,49.95934,False
17.62,49.85682,False
17.64,50.00858,False
17.66,50.19563,False
17.68,50.13926,False
17.7,50.04613,False
17.72,49.94547,False
17.74,49.84298,False
17.76,49.99483,False
17.78,50.18076,False
17.8,50.37587,False
17.82,50.32325,False
17.84,50.2309,False
17.86,50.13022,False
17.88,50.02745,False
17.9,49.9242,False
17.92,49.82098,False
17.94,49.97277,False
17.96,50.15873,False
17.98,50.35382,False
18,50.3012,False
18.02,50.20883,False
18.04,50.10818,False
18.06,50.00546,False
18.08,49.90225,False
18.1,49.79907,False
18.12,49.951,False
18.14,50.13704,False
18.16,50.3322,False
18.18,50.27951,False
18.2,50.18717,False
18.22,50.08656,False
18.24,49.98388,False
18.26,49.88073,False
18.28,50.03227,False
18.3,50.21922,False
18.32,50.16281,False
18.34,50.06961,False
18.36,49.96889,False
18.38,49.86635,False
18.4,50.018,False
18.42,50.205,False
18.44,50.1487,False
18.46,50.05557,False
18.48,49.9549,False
18.5,49.85239,False
18.52,50.00418,False
18.54,50.19125,False
18.56,50.13487,False
18.58,50.04174,False
18.6,49.94109,False
18.62,49.83861,False
18.64,49.99047,False
18.66,50.17642,False
18.68,50.37154,False
18.7,50.31891,False
18.72,50.22656,False
18.74,50.12589,False
18.76,50.02313,False
18.78,49.91989,False
18.8,49.81667,False
18.82,49.96849,False
18.84,50.15447,False
18.86,50.34957,False
18.88,50.29693,False
18.9,50.20457,False
18.92,50.10392,False
18.94,50.00121,False
18.96,49.89801,False
18.98,49.79483,False
19,49.9468,False
19.02,50.13285,False
19.04,50.32802,False
19.06,50.27531,False
19.08,50.18298,False
19.1,50.08237,False
19.12,49.9797,False
19.14,49.87656,False
19.16,50.02813,False
19.18,50.21509,False
19.2,50.15868,False
19.22,50.06548,False
19.24,49.96478,False
19.26,49.86224,False
19.28,50.01392,False
19.3,50.20093,False
19.32,50.14462,False
19.34,50.05149,False
19.36,49.95083,False
19.38,49.84834,False
19.4,50.00014,False
19.42,50.18722,False
19.44,50.13084,False
19.46,50.03771,False
19.48,49.93707,False
19.5,49.83459,False
19.52,49.98649,False
19.54,50.17245,False
19.56,50.36758,False
19.58,50.31495,False
19.6,50.2226,False
19.62,50.12194,False
19.64,50.01919,False
19.66,49.91595,False
19.68,49.81274,False
19.7,49.9646,False
19.72,50.15059,False
19.74,50.3457,False
19.76,50.29306,False
19.78,50.2007,False
19.8,50.10006,False
19.82,49.99736,False
19.84,49.89418,False
19.86,50.04563,False
19.88,50.23254,False
19.9,50.17615,False
19.92,50.08294,False
19.94,49.9822,False
19.96,49.87964,False
19.98,50.03122,False
20,50.21818,False
20.02,50.16188,False
20.04,50.06874,False
20.06,49.96805,False
20.08,49.86552,False
20.1,50.01722,False
20.12,50.20424,False
20.14,50.14788,False
20.16,50.05474,False
20.18,49.95407,False
20.2,49.85157,False
20.22,50.00336,False
20.24,50.19042,False
20.26,50.13405,False
20.28,50.04092,False
20.3,49.94027,False
20.32,49.8378,False
20.34,49.98966,False
20.36,50.1756,False
20.38,50.37073,False
20.4,50.3181,False
20.42,50.22575,False
20.44,50.12509,False
20.46,50.02233,False
20.48,49.91909,False
20.5,49.81587,False
20.52,49.96771,False
20.54,50.15368,False
20.56,50.34879,False
20.58,50.29615,False
20.6,50.20379,False
20.62,50.10315,False
20.64,50.00043,False
20.66,49.89723,False
20.68,49.79406,False
20.7,49.94602,False
20.72,50.13208,False
20.74,50.32726,False
20.76,50.27456,False
20.78,50.18222,False
20.8,50.08161,False
20.82,49.97894,False
20.84,49.8758,False
20.86,50.02737,False
20.88,50.21434,False
20.9,50.15792,False
20.92,50.06472,False
20.94,49.96402,False
20.96,49.86149,False
20.98,50.01316,False
21,50.20019,False
21.02,50.14388,False
21.04,50.05075,False
21.06,49.95009,False
21.08,49.8476,False
21.1,49.99941,False
21.12,50.18533,False
21.14,50.38044,False
21.16,50.32782,False
21.18,50.23546,False
21.2,50.13478,False
21.22,50.03201,False
21.24,49.92875,False
21.26,49.82551,False
21.28,49.97729,False
21.3,50.16323,False
21.32,50.35831,False
21.34,50.30569,False
21.36,50.21333,False
21.38,50.11267,False
21.4,50.00994,False
21.42,49.90672,False
21.44,49.80353,False
21.46,49.95543,False
21.48,50.14146,False
21.5,50.33661,False
21.52,50.28392,False
21.54,50.19158,False
21.56,50.09096,False
21.58,49.98827,False
21.6,49.88512,False
21.62,50.03663,False
21.64,50.22356,False
21.66,50.16716,False
21.68,50.07396,False
21.7,49.97324,False
21.72,49.87069,False
21.74,50.02231,False
21.76,50.20929,False
21.78,50.15299,False
21.8,50.05986,False
21.82,49.95918,False
21.84,49.85667,False
21.86,50.00843,False
21.88,50.19548,False
21.9,50.1391,False
21.92,50.04597,False
21.94,49.94531,False
21.96,49.84283,False
21.98,49.99467,False
22,50.1806,False
22.02,50.37571,False
22.04,50.32309,False
22.06,50.23074,False
22.08,50.13006,False
22.1,50.0273,False
22.12,49.92405,False
22.14,49.82082,False
22.16,49.97261,False
22.18,50.15858,False
22.2,50.35367,False
22.22,50.30104,False
22.24,50.20868,False
22.26,50.10803,False
22.28,50.00531,False
22.3,49.9021,False
22.32,49.79892,False
22.34,49.95085,False
22.36,50.13689,False
22.38,50.33205,False
22.4,50.27936,False
22.42,50.18702,False
22.44,50.08641,False
22.46,49.98373,False
22.48,49.88058,False
22.5,50.03212,False
22.52,50.21907,False
22.54,50.16266,False
22.56,50.06947,False
22.58,49.96875,False
22.6,49.86621,False
22.62,50.01786,False
22.64,50.20486,False
22.66,50.14855,False
22.68,50.05542,False
22.7,49.95475,False
22.72,49.85225,False
22.74,50.00404,False
22.76,50.1911,False
22.78,50.13472,False
22.8,50.0416,False
22.82,49.94094,False
22.84,49.83846,False
22.86,49.99033,False
22.88,50.17628,False
22.9,50.3714,False
22.92,50.31877,False
22.94,50.22642,False
22.96,50.12576,False
22.98,50.02299,False
23,49.91975,False
23.02,49.81654,False
23.04,49.96836,False
23.06,50.15433,False
23.08,50.34943,False
23.1,50.29679,False
23.12,50.20444,False
23.14,50.10379,False
23.16,50.00108,False
23.18,49.89788,False
23.2,49.79471,False
23.22,49.94667,False
23.24,50.13272,False
23.26,50.3279,False
23.28,50.27519,False
23.3,50.18285,False
23.32,50.08225,False
23.34,49.97958,False
23.36,49.87644,False
23.38,50.028,False
23.4,50.21497,False
23.42,50.15855,False
23.44,50.06536,False
23.46,49.96465,False
23.48,49.86212,False
23.5,50.01379,False
23.52,50.20081,False
23.54,50.14449,False
23.56,50.05136,False
23.58,49.9507,False
23.6,49.84821,False
23.62,50.00003,False
23.64,50.1871,False
23.66,50.13071,False
23.68,50.03759,False
23.7,49.93695,False
23.72,49.83448,False
23.74,49.98637,False
23.76,50.17233,False
23.78,50.36746,False
23.8,50.31483,False
23.82,50.22248,False
23.84,50.12182,False
23.86,50.01907,False
23.88,49.91584,False
23.9,49.81263,False
23.92,49.96447,False
23.94,50.15047,False
23.96,50.34558,False
23.98,50.29294,False
24,50.20058,False
24.02,50.09995,False
24.04,49.99724,False
24.06,49.89406,False
24.08,50.04551,False
24.1,50.23242,False
24.12,50.17603,False
24.14,50.08282,False
24.16,49.98208,False
24.18,49.87952,False
24.2,50.0311,False
24.22,50.21806,False
24.24,50.16176,False
24.26,50.06861,False
24.28,49.96792,False
24.3,49.86539,False
24.32,50.01711,False
24.34,50.20412,False
24.36,50.14777,False
24.38,50.05463,False
24.4,49.95395,False
24.42,49.85145,False
24.44,50.00325,False
24.46,50.1903,False
24.48,50.13393,False
24.5,50.04081,False
24.52,49.94016,False
24.54,49.83768,False
24.56,49.98955,False
24.58,50.17549,False
24.6,50.37061,False
24.62,50.31799,False
24.64,50.22564,False
24.66,50.12497,False
24.68,50.02222,False
24.7,49.91898,False
24.72,49.81576,False
24.74,49.96759,False
24.76,50.15357,False
24.78,50.34867,False
24.8,50.29604,False
24.82,50.20368,False
24.84,50.10303,False
24.86,50.00032,False
24.88,49.89712,False
24.9,49.79395,False
24.92,49.94591,False
24.94,50.13197,False
24.96,50.32714,False
24.98,50.27444,False
25,50.18211,False
25.02,50.0815,False
25.04,49.97883,False
25.06,49.87569,False
25.08,50.02727,False
25.1,50.21423,False
25.12,50.15782,False
25.14,50.06462,False
25.16,49.96392,False
25.18,49.86139,False
25.2,50.01307,False
25.22,50.20008,False
25.24,50.14377,False
25.26,50.05065,False
25.28,49.94999,False
25.3,49.84749,False
25.32,49.99931,False
25.34,50.18523,False
25.36,50.38033,False
25.38,50.32771,False
25.4,50.23536,False
25.42,50.13467,False
25.44,50.0319,False
25.46,49.92864,False
25.48,49.82541,False
25.5,49.97718,False
25.52,50.16312,False
25.54,50.3582,False
25.56,50.30558,False
25.58,50.21321,False
25.6,50.11256,False
25.62,50.00983,False
25.64,49.90661,False
25.66,49.80342,False
25.68,49.95532,False
25.7,50.14135,False
25.72,50.3365,False
25.74,50.28381,False
25.76,50.19147,False
25.78,50.09085,False
25.8,49.98816,False
25.82,49.88501,False
25.84,50.03652,False
25.86,50.22346,False
25.88,50.16706,False
25.9,50.07385,False
25.92,49.97313,False
25.94,49.87058,False
25.96,50.0222,False
25.98,50.20919,False
26,50.15289,False
26.02,50.05976,False
26.04,49.95908,False
26.06,49.85657,False
26.08,50.00833,False
26.1,50.19538,False
26.12,50.139,False
26.14,50.04588,False
26.16,49.94521,False
26.18,49.84272,False
26.2,49.99457,False
26.22,50.1805,False
26.24,50.37561,False
26.26,50.32299,False
26.28,50.23064,False
26.3,50.12996,False
26.32,50.0272,False
26.34,49.92395,False
26.36,49.82072,False
26.38,49.97252,False
26.4,50.15848,False
26.42,50.35357,False
26.44,50.30094,False
26.46,50.20858,False
26.48,50.10793,False
26.5,50.00521,False
26.52,49.902,False
26.54,49.79882,False
26.56,49.95075,False
26.58,50.13679,False
26.6,50.33195,False
26.62,50.27926,False
26.64,50.18692,False
26.66,50.08631,False
26.68,49.98363,False
26.7,49.88048,False
26.72,50.03202,False
26.74,50.21898,False
26.76,50.16257,False
26.78,50.06937,False
26.8,49.96865,False
26.82,49.86611,False
26.84,50.01776,False
26.86,50.20476,False
26.88,50.14845,False
26.9,50.05533,False
26.92,49.95466,False
26.94,49.85216,False
26.96,50.00394,False
26.98,50.19101,False
27,50.13463,False
27.02,50.0415,False
27.04,49.94085,False
27.06,49.83837,False
27.08,49.99024,False
27.1,50.17619,False
27.12,50.37131,False
27.14,50.31868,False
27.16,50.22633,False
27.18,50.12566,False
27.2,50.0229,False
27.22,49.91966,False
27.24,49.81644,False
27.26,49.96827,False
27.28,50.15424,False
27.3,50.34934,False
27.32,50.2967,False
27.34,50.20435,False
27.36,50.1037,False
27.38,50.00099,False
